Survey identifier ,Species Code,First recording section bird count,Second recording section bird count,Third recording section bird count,Total bird count,Transcriber comments,English common name ,French common name ,Scientfic name,AOU numberic code,Year of observation,Month of observation,Day of observation,Hour of observation,Minute of observation,Temperature in degrees Celcius,Wind speed,Gust wind speed,Cloud cover (percentage),First observer,Second observer,Third observer,Comments,Audio file name,Transcriber,Transcription start minute,Transcription start second,Recording quality,Noise comments,Survey area identifier ,Point number,2016 — present site identifier,2009-2013 site identifier,1998-2007 site identifier,Monitoring Era,Era of origin,Latitude,Longitude,UTM northing NAD83,UTM easting NAD83,SiteID Comments
Identificateur du relevé,Code d’espèce,Première période d’écoute pour le dénombrement d’oiseaux,Deuxième période d’écoute pour le dénombrement d’oiseaux,Troisième période d’écoute pour le dénombrement d’oiseaux,Nombre total d’oiseaux,Commentaires du transcripteur,Nom commun anglais,Nom commun français,Nom scientifique,Code numérique de l’AOU ,Année de l’observation,Mois de l’observation,Jour de l’observation,Heure de l’observation,Minute de l’observation,Température en degrés Celcius,Vitesse du vent,Vitesse du vent dans les rafales,Couverture nuageuse (pourcentage),Premier observateur,Deuxième observateur,Troisième observateur,,Nom du fichier audio,Transcripteur,Minute du début de la transcription,Seconde du début de la transcription,Qualité de l’enregistrement,Commentaires sur les bruits de fond,Identificateur de la zone du relevé,Numéro du point,Identificateur de site de 2016 à aujourd’hui,Identificateur de site 2013-2016,Identificateur de site 1998-2007,Période de surveillance,Période d’établissement du site,Latitude,Longitude,Ordonnée UTM ,Abscisse UTM ,Commentaires sur l’ID du site
21_7_09,CEDW,1,1,2,2,NA,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,1602,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,MOWA,2,1,0,2,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,WTSP,2,2,2,2,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,BAOR,1,1,1,1,NA,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,1968,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,BHCO,1,1,1,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,DOWO,0,0,1,1,NA,Downy Woodpecker,Pic mineur,Picoides pubescens,1002,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,HOWR,0,0,1,1,NA,House Wren,Troglodyte familier,Troglodytes aedon,1445,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,LEFL,1,1,1,1,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,PISI,0,1,0,1,NA,Pine Siskin,Tarin des pins,Spinus pinus,2011,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,RBGR,1,1,1,1,NA,Rose-breasted Grosbeak,Cardinal à poitrine rose,Pheucticus ludovicianus,1903,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,REVI,1,0,1,1,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,RWBL,1,0,0,1,NA,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,1919,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,SOSP,1,1,1,1,NA,Song Sparrow,Bruant chanteur,Melospiza melodia,1857,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_7_09,YRWA,1,1,0,1,NA,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,1673,2009,6,25,7,45,12,0,NA,50,ARHA,NA,NA,Training,TN07,A,0,40,Good,traffic,21,7,x,Tn7,x,2009,2009,53.5829601,-112.8618914,5938734.24,376744.6345,NA
21_8_09,YEWA,3,3,2,3,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,CCSP,2,2,2,2,NA,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,1836,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,LEFL,1,2,1,2,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,MOWA,1,2,1,2,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,SOSP,2,2,1,2,NA,Song Sparrow,Bruant chanteur,Melospiza melodia,1857,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,WTSP,2,1,1,2,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,AMRE,1,1,0,1,NA,American Redstart,Paruline flamboyante,Setophaga ruticilla,1657,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,BAOR,1,1,1,1,NA,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,1968,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,BHCO,1,0,0,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,CEDW,0,1,1,1,NA,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,1602,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
21_8_09,YRWA,1,1,0,1,NA,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,1673,2009,6,25,7,59,15,0,NA,50,ARHA,NA,NA,Training,TN08,A,0,46,Moderate,traffic?,21,8,MUD14,Tn8,x,2009,2009,53.58521467,-112.8629846,5938986.921,376678.8336,NA
23_1_09,YEWA,3,3,2,3,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,HOWR,0,1,2,2,NA,House Wren,Troglodyte familier,Troglodytes aedon,1445,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,PUFI,2,1,1,2,NA,Purple Finch,Roselin pourpré,Haemorhous purpureus,2002,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,WTSP,1,1,2,2,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,AMCR,1,0,1,1,NA,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,1356,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,AMRO,1,1,0,1,NA,American Robin,Merle d'Amérique,Turdus migratorius,1554,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,BAOR,1,1,0,1,NA,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,1968,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,BCCH,1,1,0,1,NA,Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,1396,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,BHCO,1,1,1,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,BRBL,0,0,1,1,NA,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,1933,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,CCSP,1,1,1,1,NA,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,1836,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,CORA,0,1,0,1,NA,Common Raven,Grand Corbeau,Corvus corax,1367,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,COYE,0,0,1,1,NA,Common Yellowthroat,Paruline masquée,Geothlypis trichas,1650,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,LEFL,1,1,1,1,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,RWBL,1,0,0,1,NA,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,1919,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_1_09,YRWA,1,1,0,1,NA,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,1673,2009,7,1,6,0,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 1,A,0,45,Moderate,traffic,23,1,GOO11,Goo1,goo01,2009,1998,53.56924664,-112.8452823,5937180.183,377804.4896,NA
23_2_09,YEWA,2,3,3,3,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,AMCR,2,1,1,2,NA,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,1356,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,BHCO,2,2,1,2,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,LEFL,2,2,1,2,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,WTSP,1,2,2,2,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,AMRO,1,1,1,1,NA,American Robin,Merle d'Amérique,Turdus migratorius,1554,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,BCCH,1,0,0,1,NA,Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,1396,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,MOWA,0,1,1,1,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,PUFI,1,0,0,1,NA,Purple Finch,Roselin pourpré,Haemorhous purpureus,2002,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_2_09,YRWA,1,1,1,1,NA,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,1673,2009,7,1,6,18,NA,NA,NA,NA,BRSA,CLSA,NA,NA,Wood Bison One 2,A,0,40,Moderate,traffic,23,2,x,Goo2,goo02,2009,1998,53.56836511,-112.8425536,5937077.446,377982.6268,NA
23_3_09,BHCO,2,1,1,2,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,HOWR,2,2,1,2,NA,House Wren,Troglodyte familier,Troglodytes aedon,1445,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,LEFL,2,2,2,2,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,MAWA,1,2,2,2,NA,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,1663,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,MOWA,2,2,1,2,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,WTSP,1,1,2,2,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,YEWA,2,2,2,2,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,AMCR,1,0,0,1,NA,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,1356,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,BAOR,1,0,1,1,NA,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,1968,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,CCSP,1,0,0,1,NA,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,1836,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,CEDW,1,0,1,1,NA,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,1602,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,GADW,1,0,0,1,NA,Gadwall,Canard chipeau,Anas strepera,33,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,REVI,0,1,1,1,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,SOSP,1,0,0,1,NA,Song Sparrow,Bruant chanteur,Melospiza melodia,1857,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,VEER,1,0,0,1,NA,Veery,Grive fauve,Catharus fuscescens,1531,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_3_09,WAVI,1,0,0,1,NA,Warbling Vireo,Viréo mélodieux,Vireo gilvus,1312,2009,7,1,6,34,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 3,A,0,46,Moderate,traffic,23,3,GOO12,Goo3,goo03,2009,1998,53.56724722,-112.8412627,5936950.885,378064.8937,NA
23_4_09,YEWA,3,2,2,3,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,CCSP,2,1,2,2,NA,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,1836,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,CEDW,1,2,1,2,NA,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,1602,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,LEFL,2,2,2,2,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,PUFI,2,1,1,2,NA,Purple Finch,Roselin pourpré,Haemorhous purpureus,2002,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,AMRO,1,1,1,1,NA,American Robin,Merle d'Amérique,Turdus migratorius,1554,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,BHCO,1,1,1,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,HOWR,1,1,1,1,NA,House Wren,Troglodyte familier,Troglodytes aedon,1445,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,SOSP,0,0,1,1,NA,Song Sparrow,Bruant chanteur,Melospiza melodia,1857,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,VEER,0,1,0,1,NA,Veery,Grive fauve,Catharus fuscescens,1531,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_4_09,WTSP,1,1,1,1,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2009,7,1,6,50,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 4,A,0,24,Moderate,traffic,23,4,x,Goo4,goo04,2009,1998,53.56665646,-112.8383875,5936880.252,378253.5826,NA
23_5_09,YEWA,4,3,3,4,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2009,7,1,7,4,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 5,A,0,27,Moderate,traffic,23,5,x,Goo5,goo05,2009,1998,53.56550169,-112.8362353,5936748.122,378392.7861,NA
23_5_09,LEFL,2,2,3,3,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2009,7,1,7,4,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 5,A,0,27,Moderate,traffic,23,5,x,Goo5,goo05,2009,1998,53.56550169,-112.8362353,5936748.122,378392.7861,NA
23_5_09,CCSP,1,2,2,2,NA,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,1836,2009,7,1,7,4,10,0,NA,0,BRSA,CLSA,NA,Training,Wood Bison One 5,A,0,27,Moderate,traffic,23,5,x,Goo5,goo05,2009,1998,53.56550169,-112.8362353,5936748.122,378392.7861,NA
